Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident
945,4,1,2,4,0,1,5,3,5,1,6,7,5,7,0,3,0,4,8,2,1,9,0,1,1,2,3,2,5,0
1007,6,1,1,0,1,1,7,3,6,2,5,2,5,7,0,3,3,4,8,2,2,9,3,2,5,3,0,2,5,10
1007,6,1,1,2,0,3,8,3,0,2,5,2,5,7,0,3,3,4,8,2,2,7,1,0,3,2,0,2,5,9
364,5,2,1,1,0,2,4,3,0,2,5,4,5,7,0,3,3,2,8,1,1,7,0,0,0,2,3,2,5,0
715,0,0,1,2,0,0,6,0,4,2,5,4,5,7,0,3,0,4,8,2,3,7,0,1,0,2,3,2,5,13
715,0,0,1,2,0,2,8,3,6,2,5,7,3,7,0,3,0,4,8,2,3,3,3,2,5,3,0,2,5,10
715,0,0,1,2,0,1,4,3,6,2,12,7,3,7,0,3,0,4,8,2,3,2,0,1,1,1,0,2,5,9
715,0,0,1,4,0,0,4,3,3,2,5,2,5,7,0,3,0,4,8,2,3,2,0,1,0,1,3,2,5,10
831,2,0,1,0,0,3,0,3,6,2,5,4,5,7,0,3,0,8,8,1,1,2,3,2,5,3,3,2,5,0
1046,5,2,1,0,0,1,0,3,6,2,5,2,0,0,3,0,3,2,8,6,1,2,2,1,3,2,0,2,5,0
1046,5,4,0,1,0,2,7,3,1,2,5,2,7,0,0,0,3,2,8,6,1,2,3,2,5,3,0,2,5,11
1046,5,4,0,1,0,0,7,3,1,2,6,4,7,0,0,0,3,2,8,6,1,2,0,1,1,2,0,2,5,0
1046,5,4,0,4,0,6,0,3,1,2,5,4,7,0,0,0,3,2,8,6,1,2,0,1,0,2,0,2,5,3
1046,5,4,0,7,4,6,15,3,6,2,5,4,7,0,0,0,3,2,8,6,1,2,3,2,5,3,7,5,5,3
1046,5,4,0,1,0,2,7,3,1,2,5,4,5,0,0,0,3,2,8,6,1,2,2,1,4,1,7,2,0,11
965,4,3,1,4,0,1,15,3,6,2,6,4,5,7,0,3,3,4,8,2,2,2,2,1,0,1,0,2,6,7
965,4,0,1,4,0,2,4,3,6,2,1,4,5,7,0,3,3,4,8,2,2,2,3,2,5,3,7,5,5,10
632,5,0,2,2,0,1,0,3,3,2,6,4,5,2,0,3,2,4,8,2,1,2,0,1,0,2,7,5,5,0
632,5,0,1,4,0,0,7,3,1,2,7,2,6,2,0,3,2,4,8,2,1,2,2,0,1,2,7,5,5,12
428,5,0,1,4,0,0,0,3,3,2,9,2,5,7,0,3,0,2,8,2,2,2,3,2,5,3,0,2,5,10
428,5,1,2,4,0,2,0,3,3,2,9,7,5,7,0,3,0,2,2,2,2,2,0,0,3,2,7,5,5,11
428,5,1,1,3,0,7,0,3,6,2,9,4,5,7,0,3,0,2,2,2,2,2,3,2,5,3,7,5,5,11
334,2,4,0,4,0,2,0,3,3,2,7,4,5,7,0,3,3,2,8,2,2,2,2,1,1,2,0,2,1,12
334,2,0,1,4,0,0,5,3,6,2,6,2,5,7,0,3,3,2,8,2,2,2,3,2,5,3,0,2,5,3
1061,2,0,1,4,0,1,7,3,6,3,7,2,5,0,0,3,3,4,8,3,1,2,0,0,0,2,0,2,5,1
1061,2,2,1,4,0,3,8,3,3,3,7,7,5,0,0,3,3,4,8,3,1,2,3,2,5,3,0,2,5,0
1061,2,1,1,4,2,2,8,3,2,3,6,2,5,0,0,3,3,4,2,3,1,2,0,1,0,2,7,5,5,9
105,1,0,0,2,0,0,0,3,4,3,2,7,5,1,0,0,3,2,8,2,1,9,0,0,0,2,0,2,5,3
105,1,2,0,4,0,3,3,3,5,2,7,2,5,1,0,0,3,2,2,2,1,7,3,2,5,3,7,5,5,4
207,0,4,0,4,0,0,0,3,6,3,7,1,5,1,0,0,3,2,2,2,1,3,0,1,0,1,7,5,5,4
207,0,0,1,4,0,1,10,3,6,3,6,0,5,1,0,0,3,2,1,2,1,2,3,2,5,3,7,5,5,11
356,4,0,1,4,0,3,5,3,6,3,6,1,6,7,4,3,3,4,8,2,3,3,0,0,3,2,7,5,5,0
356,4,0,1,4,0,1,10,3,6,3,6,4,5,7,5,3,3,4,2,2,3,2,0,1,3,2,7,5,5,1
356,4,1,2,1,0,2,7,3,6,2,6,0,5,7,0,3,3,4,8,2,3,2,0,0,3,2,0,2,5,3
79,4,1,1,7,4,6,5,3,5,3,14,2,5,7,0,3,3,2,8,2,2,2,0,1,1,2,0,2,5,10
79,4,1,1,1,0,0,5,3,4,3,6,4,5,7,0,3,3,2,8,2,2,2,1,1,4,2,0,2,5,7
309,4,0,1,1,0,2,3,3,5,3,7,6,5,1,0,0,3,2,8,2,1,2,0,1,0,1,0,2,5,5
309,4,0,1,1,0,2,8,3,6,3,7,0,5,1,0,0,3,2,8,2,1,11,0,1,0,1,0,2,5,1
516,4,0,1,4,0,0,8,0,5,3,7,2,5,7,0,3,0,4,8,1,1,2,3,2,5,3,0,2,5,3
833,1,0,1,4,0,2,5,3,6,3,6,6,5,1,0,3,0,5,2,2,2,11,0,0,1,2,7,5,5,9
833,1,0,1,4,0,2,5,3,6,3,6,6,5,1,0,3,0,5,8,2,2,2,3,2,5,3,0,2,5,18
833,1,0,2,4,0,1,0,3,6,3,6,2,5,1,0,3,0,5,2,2,2,3,0,1,0,2,7,5,5,1
463,3,1,1,4,0,0,7,0,6,2,6,2,5,0,0,0,0,2,8,2,3,2,3,2,5,3,0,2,5,3
463,3,0,1,4,0,2,17,3,1,3,2,4,5,0,0,0,0,2,8,2,3,2,3,2,5,3,0,2,5,12
463,3,0,1,4,0,4,7,0,6,3,6,2,5,0,0,0,0,2,8,2,3,3,0,1,0,1,0,2,5,9
463,3,0,1,4,0,2,0,0,5,3,9,2,5,0,4,0,0,2,2,2,3,2,2,0,4,2,7,5,5,0
545,0,1,1,4,2,2,8,3,6,3,12,2,5,0,0,3,0,4,2,1,1,9,2,0,4,1,7,5,1,17
49,4,1,1,7,2,2,0,3,5,3,6,4,5,7,0,0,3,2,8,2,1,2,0,1,4,1,0,2,5,10
49,4,2,1,4,0,2,9,3,2,3,7,4,5,7,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,3
1062,0,3,1,2,0,1,0,3,6,3,7,0,5,0,0,0,3,2,8,2,1,11,2,1,1,2,0,2,5,10
1062,0,0,1,0,0,2,7,0,6,2,7,0,5,0,0,0,3,2,8,2,1,2,0,1,0,2,0,2,5,0
379,1,0,1,4,0,3,9,3,2,2,7,2,5,7,0,3,0,2,8,2,1,2,0,0,1,2,3,2,5,11
379,1,0,2,4,0,4,14,3,5,2,6,0,6,7,0,3,0,2,8,2,1,2,2,1,1,2,3,2,5,10
574,4,0,1,1,0,2,5,3,6,3,6,2,5,7,0,0,0,2,8,1,1,2,0,1,4,2,0,2,5,10
411,6,0,1,1,0,1,5,3,6,3,6,6,6,7,0,0,0,2,2,1,1,7,0,0,3,2,7,5,5,0
190,6,1,1,4,0,1,5,3,6,3,6,6,6,1,4,0,3,2,2,1,1,2,3,2,5,3,7,5,5,10
567,0,1,2,4,0,0,0,3,6,3,6,1,5,7,0,3,0,4,2,2,2,3,0,1,1,2,7,5,5,0
567,0,0,1,4,0,1,5,4,6,3,6,2,5,7,0,3,0,4,8,2,2,2,3,2,5,3,0,2,5,10
453,2,0,1,4,0,1,17,3,6,3,6,6,5,0,5,3,0,4,8,2,2,2,0,0,0,2,7,2,5,10
453,2,2,1,4,0,3,9,3,2,3,7,4,5,0,0,3,0,4,8,2,2,2,1,0,3,2,0,2,5,10
453,2,2,1,2,0,4,0,3,6,2,7,2,5,0,0,3,0,4,8,2,2,2,0,1,1,2,0,2,5,0
516,5,0,1,4,0,1,14,4,1,2,9,2,5,0,0,0,0,2,1,2,1,2,2,1,4,2,7,5,5,1
516,5,0,1,2,0,3,0,3,6,2,7,2,5,0,2,0,0,2,1,2,1,9,3,2,5,3,3,2,5,9
350,4,1,1,4,0,3,5,3,2,2,7,2,5,7,0,3,3,2,8,1,1,2,1,0,0,2,0,2,5,1
306,3,3,1,2,0,2,7,0,6,2,7,2,5,1,0,0,3,2,8,1,1,2,3,2,5,3,0,2,5,10
443,0,1,1,4,0,3,8,3,2,3,7,4,5,7,0,3,2,2,8,2,2,3,0,1,4,2,0,2,5,16
443,0,1,1,4,0,0,17,3,6,3,4,4,5,7,0,3,2,2,8,2,2,2,3,2,5,3,0,2,5,13
443,0,1,1,4,0,1,5,3,2,3,4,4,5,7,0,3,2,2,8,2,2,2,3,2,5,3,0,2,5,13
440,3,2,1,1,0,1,0,3,6,2,2,0,5,0,0,3,0,2,8,2,2,2,0,1,1,2,0,2,5,1
440,3,3,1,1,1,2,10,3,6,2,7,4,5,0,0,3,0,2,8,2,2,4,0,1,4,2,0,2,5,11
364,1,0,1,4,0,2,0,3,3,3,7,4,5,7,0,0,3,2,8,3,1,2,3,2,5,3,0,2,5,12
364,1,1,1,2,2,2,5,3,5,2,6,4,5,7,0,0,3,2,8,3,1,2,3,2,5,3,0,2,5,0
364,1,0,1,4,0,3,9,3,5,2,6,4,5,7,0,0,3,2,8,3,1,9,0,1,0,2,0,2,5,0
1024,4,0,1,4,0,4,6,0,4,3,9,2,5,0,0,3,3,3,2,2,1,3,3,2,5,3,7,5,5,16
1024,4,0,1,4,1,4,9,3,5,2,4,4,5,0,0,3,3,3,6,2,1,2,0,1,1,2,3,2,5,10
1019,2,0,1,4,0,3,5,3,6,2,6,4,5,7,0,0,3,2,8,1,1,2,3,2,5,3,3,2,5,12
77,0,1,1,2,2,2,0,3,6,2,7,4,5,1,0,0,3,2,8,1,1,2,0,1,3,2,0,2,5,1
377,6,0,1,1,2,2,5,3,6,3,7,2,5,5,0,3,0,2,8,1,1,7,3,2,5,3,0,2,5,0
439,4,0,1,4,0,1,14,3,6,2,9,4,5,1,0,3,0,2,8,4,2,2,0,0,3,2,3,2,5,10
439,4,1,1,4,0,1,8,3,6,3,6,2,5,1,0,3,0,2,8,4,2,2,3,2,5,3,3,2,5,3
439,4,1,1,0,0,2,0,1,6,3,9,7,5,1,2,3,0,2,2,4,2,2,1,1,0,2,7,5,5,11
439,4,1,1,4,2,1,0,3,6,3,6,2,5,1,0,3,0,2,2,4,2,6,3,2,5,3,1,2,5,3
343,1,0,1,7,4,6,17,4,6,3,2,2,5,7,0,0,3,2,8,4,1,2,2,0,4,2,7,5,6,9
343,1,0,1,4,0,1,7,1,2,3,9,2,5,7,0,0,3,2,2,4,1,2,0,0,0,2,7,5,5,10
343,1,0,1,4,0,2,0,3,3,3,12,7,5,7,0,0,3,2,8,4,1,11,3,2,5,3,7,5,5,10
343,1,1,0,4,0,1,10,3,2,3,3,7,3,7,0,0,3,2,8,4,1,2,3,2,5,3,0,2,5,10
404,4,0,1,1,0,0,10,3,1,3,7,4,5,7,0,3,0,0,8,3,2,2,0,1,0,2,0,2,5,0
404,4,2,2,2,0,6,0,3,6,3,12,0,5,7,0,3,0,0,8,3,2,8,0,0,4,2,0,2,5,0
404,4,1,1,4,2,0,9,3,3,2,7,7,5,7,0,3,0,0,8,3,2,2,0,1,1,2,0,2,5,9
463,3,0,1,4,0,1,9,3,2,3,4,4,5,3,0,3,0,4,8,2,2,5,3,2,5,3,0,2,5,1
463,3,1,1,4,0,0,5,3,5,2,2,2,5,3,0,3,0,4,1,2,2,2,0,1,3,1,3,2,5,12
129,2,4,0,1,0,3,0,3,6,2,6,2,5,7,2,2,3,6,8,3,2,7,3,2,5,3,3,2,5,9
129,2,2,1,4,0,1,8,3,6,2,7,2,5,7,0,2,3,6,2,3,2,2,0,0,3,2,3,2,5,3
129,2,1,2,4,0,1,8,3,6,2,6,0,5,7,0,2,3,6,8,3,2,2,1,0,0,2,3,2,5,3
129,2,1,1,4,0,1,5,3,6,2,6,0,5,7,0,2,3,6,2,3,2,11,3,2,5,3,7,5,5,5
141,2,2,1,4,0,1,0,0,6,2,6,0,5,0,0,2,3,6,8,3,2,2,2,0,1,1,3,2,5,11
141,2,2,1,1,0,1,14,3,6,2,9,0,5,0,0,2,3,6,8,3,2,3,3,2,5,3,3,2,5,12
141,2,0,1,4,0,1,6,3,6,2,6,0,5,0,0,2,3,6,1,3,2,2,1,1,0,2,3,2,5,3
141,2,0,1,1,0,2,17,3,1,3,7,4,5,0,0,2,3,6,8,3,2,3,3,2,5,3,0,2,5,9
958,0,1,1,1,0,1,7,3,1,3,4,1,9,1,0,3,3,6,8,2,1,2,0,1,1,2,7,5,5,3
958,0,1,1,4,0,3,0,3,6,2,7,1,5,1,3,3,3,6,8,2,1,2,1,0,4,2,0,2,5,12
587,3,0,1,4,0,3,0,3,6,2,6,0,5,1,0,0,2,6,8,2,2,11,3,2,5,3,0,2,5,1
587,3,1,1,2,0,3,17,0,5,3,6,2,5,1,0,0,2,6,1,2,2,2,2,1,4,2,3,2,2,0
646,3,2,1,4,0,2,11,0,6,2,14,0,5,1,0,3,0,2,8,2,6,2,2,0,4,2,0,2,2,12
646,3,2,1,4,2,1,0,3,6,3,7,6,5,1,0,3,0,2,8,2,6,2,3,2,5,3,0,2,5,3
646,3,2,1,1,0,0,7,3,5,3,6,0,5,1,0,3,0,2,8,2,6,9,0,1,0,1,7,5,5,9
646,3,2,1,4,0,1,0,3,6,2,6,2,5,1,0,3,0,2,8,2,6,2,2,1,4,1,0,2,3,10
646,3,2,1,4,0,2,7,3,2,3,6,4,5,1,0,3,0,2,2,2,6,2,0,1,1,2,0,2,5,0
646,3,1,1,7,4,6,5,3,6,3,7,4,5,1,0,3,0,2,8,2,6,2,0,1,0,2,0,2,5,0
248,6,2,2,1,2,2,8,3,6,2,7,4,5,0,0,2,3,2,8,4,2,7,1,0,4,2,0,2,5,10
248,6,0,1,2,1,3,10,3,6,2,1,4,5,0,0,2,3,2,8,4,2,1,1,0,0,2,0,2,5,0
248,6,4,0,4,0,3,0,3,6,2,2,4,5,0,0,2,3,2,8,4,2,2,1,1,4,2,3,2,5,3
248,6,4,0,4,0,0,8,2,0,2,1,7,5,0,0,2,3,2,2,4,2,1,3,2,5,3,7,5,5,0
237,3,3,1,2,2,6,0,3,2,2,12,7,5,1,0,3,3,6,8,2,1,2,3,2,5,3,3,2,5,10
237,3,0,1,4,0,1,5,3,6,2,2,0,5,1,0,3,3,6,8,2,1,2,0,1,1,2,0,2,5,1
952,0,0,1,4,0,2,0,3,2,3,6,6,5,7,0,0,0,2,8,2,1,2,3,2,5,3,7,5,5,10
952,0,0,1,4,0,1,5,3,1,3,9,1,3,7,0,0,0,2,8,2,1,2,0,1,0,2,7,5,5,4
339,4,1,1,4,0,3,5,3,6,2,7,1,5,1,0,0,3,2,8,1,1,2,2,0,3,2,0,2,2,10
619,0,2,1,1,0,2,5,3,6,2,7,4,5,7,0,3,0,0,8,2,2,2,3,2,5,3,0,2,5,16
619,0,1,1,4,0,2,10,0,0,2,4,1,5,7,0,3,0,0,8,2,2,2,0,1,3,2,0,2,5,5
619,0,1,1,0,0,0,0,0,0,2,2,7,3,7,0,3,0,0,8,2,2,2,3,2,5,3,3,2,5,11
464,4,2,1,1,0,3,7,1,0,2,6,7,5,7,2,2,0,3,8,2,3,2,0,0,0,2,0,2,5,9
464,4,2,1,1,0,2,7,3,5,2,6,4,5,7,0,2,0,3,8,2,3,3,1,1,1,2,3,2,5,1
464,4,1,1,1,0,1,7,3,6,3,6,0,5,7,0,2,0,3,8,2,3,2,1,1,0,2,0,2,5,0
270,0,0,1,1,0,1,0,3,1,3,7,2,5,7,0,0,3,2,2,1,1,2,3,2,5,3,0,2,5,1
152,3,1,1,4,0,2,7,3,6,3,6,4,5,7,0,0,3,2,2,2,1,2,0,0,0,2,7,5,5,5
152,3,0,2,4,0,0,5,3,6,2,7,0,5,7,0,0,3,2,2,2,1,2,3,2,5,3,7,5,5,12
948,5,0,1,4,0,2,9,3,3,2,4,2,5,7,0,3,0,2,1,1,1,2,1,1,0,2,3,2,5,12
369,6,1,1,4,0,2,5,3,6,2,9,7,5,7,0,3,0,4,8,1,1,2,3,2,5,3,0,2,5,0
999,6,1,1,0,0,2,9,3,6,2,7,2,5,7,3,3,3,8,8,2,1,2,1,0,0,2,0,2,5,1
999,6,0,1,4,0,3,5,3,2,3,7,1,5,7,0,3,3,8,1,2,1,2,2,0,4,2,3,2,6,1
1004,6,0,1,1,0,1,7,3,0,2,7,1,5,7,0,0,3,2,8,1,1,2,3,2,5,3,0,2,5,0
525,5,0,1,4,0,2,5,3,6,3,7,4,5,7,0,0,0,2,8,1,1,2,1,0,1,2,0,2,5,0
181,0,1,1,7,4,6,17,4,6,3,7,2,5,7,4,0,3,2,8,2,1,2,3,2,5,3,7,2,5,7
181,0,1,1,4,0,2,11,0,4,2,9,7,3,7,0,0,3,2,8,2,1,2,3,2,5,3,0,2,5,16
948,6,0,1,4,0,6,5,3,6,2,6,2,5,7,0,0,3,2,8,2,1,2,0,1,0,2,3,2,5,0
948,6,1,2,4,0,6,7,3,6,3,6,2,5,7,0,0,3,2,8,2,1,2,3,2,5,3,3,2,5,5
880,3,4,0,4,0,0,7,3,5,2,7,2,5,0,0,0,0,2,2,2,1,2,0,1,0,2,7,2,5,3
880,3,0,1,0,2,2,0,3,3,2,7,1,5,0,0,0,0,2,1,2,1,2,0,1,1,2,3,2,5,9
309,2,1,1,4,0,1,5,3,6,2,6,2,5,7,0,0,3,2,8,1,1,2,0,1,1,2,0,2,5,10
478,6,1,1,4,2,2,8,3,1,3,6,4,5,0,0,0,2,2,8,1,1,7,3,2,5,3,0,2,5,12
687,4,0,1,2,0,1,0,3,6,2,7,2,5,7,0,3,0,2,2,2,2,2,0,1,1,1,7,2,5,17
687,4,0,1,4,0,3,17,3,6,2,7,2,5,7,0,3,0,2,8,2,2,2,3,2,5,3,0,2,5,0
687,4,0,2,4,0,4,7,0,5,3,9,2,5,7,0,3,0,2,8,2,2,2,0,1,1,2,0,2,5,10
413,0,1,1,4,0,4,0,3,0,2,7,4,5,1,0,0,3,2,8,3,3,11,2,1,4,1,0,2,0,9
413,0,1,1,7,2,6,14,3,6,2,6,4,5,1,0,0,3,2,8,3,3,2,0,1,4,1,3,2,5,12
413,0,1,1,4,0,1,7,3,1,2,6,4,5,1,0,0,3,2,8,3,3,2,3,2,5,3,0,2,5,12
413,0,4,0,7,4,6,17,4,6,3,7,4,5,1,0,0,3,2,8,3,3,2,0,1,1,2,0,2,5,10
413,0,4,0,1,0,5,12,3,5,3,7,6,5,1,3,0,3,2,8,3,3,2,0,1,1,2,7,2,5,10
632,1,0,1,4,0,3,17,3,3,3,7,4,5,1,0,0,2,2,8,2,2,2,0,0,1,2,0,2,5,16
632,1,0,1,4,2,3,7,3,6,2,6,6,5,1,0,0,2,2,2,2,2,2,1,1,4,2,7,5,5,5
632,1,0,1,4,0,3,5,3,3,2,6,2,5,1,0,0,2,2,2,2,2,11,1,0,4,2,7,5,5,1
334,5,1,1,4,0,3,5,3,6,2,7,2,3,7,4,0,3,2,2,1,1,3,1,1,4,2,7,5,5,0
634,4,1,2,4,2,2,5,3,3,2,2,7,5,1,0,3,0,2,8,2,1,2,3,2,5,3,3,2,5,3
634,4,1,1,4,0,4,14,0,6,2,4,4,5,1,4,3,0,2,1,2,1,9,1,1,0,2,3,2,5,9
202,3,1,1,4,0,1,5,1,1,3,7,4,5,0,0,3,3,4,8,2,2,9,1,0,0,2,0,2,5,9
202,3,1,1,4,0,6,0,3,2,2,7,2,5,0,0,3,3,4,1,2,2,7,3,2,5,3,3,2,5,1
202,3,1,1,0,0,0,0,3,0,3,6,4,7,0,0,3,3,4,8,2,2,7,0,1,1,2,0,2,5,12
388,5,1,1,4,0,0,8,3,5,2,7,1,5,0,0,0,3,2,1,2,1,7,3,2,5,3,3,2,5,2
388,5,1,1,4,0,0,15,3,5,2,1,4,3,0,0,0,3,2,8,2,1,3,0,1,1,2,1,2,5,5
324,1,1,1,5,0,2,17,0,5,2,7,2,3,1,0,0,3,2,8,1,1,2,2,1,0,1,0,2,1,1
458,6,0,1,4,0,3,0,0,2,2,2,2,5,1,0,0,3,2,8,1,1,2,0,0,3,0,0,2,5,3
508,5,0,1,4,0,3,17,3,6,3,9,4,5,1,0,0,0,2,8,3,3,2,1,0,4,1,0,2,5,10
508,5,0,1,4,0,2,3,3,2,2,6,2,9,1,0,0,0,2,8,3,3,2,0,1,1,1,0,2,5,0
508,5,1,1,4,0,1,9,3,1,2,7,2,5,1,0,0,0,2,8,3,3,2,2,0,1,2,0,2,1,10
508,5,2,1,4,0,4,8,0,1,3,6,4,5,1,0,0,0,2,8,3,3,2,2,0,3,1,0,2,5,10
511,2,1,1,4,0,0,17,3,6,3,6,7,5,1,0,0,0,2,8,2,1,2,3,2,5,3,3,2,5,7
511,2,1,1,4,0,2,7,3,6,2,7,1,0,1,0,0,0,2,8,2,1,2,3,2,5,3,3,2,5,16
149,0,0,1,4,0,4,5,3,6,2,9,4,5,7,0,0,3,2,8,2,1,2,0,0,1,2,3,2,5,3
149,0,0,1,1,0,2,0,3,6,2,1,1,5,7,0,0,3,2,8,2,1,9,3,2,5,3,0,2,5,5
315,1,0,1,4,0,1,8,3,6,2,2,4,5,7,0,0,3,7,8,3,4,2,0,0,1,2,7,2,5,9
315,1,0,1,4,0,2,5,3,6,2,7,1,5,7,0,0,3,7,6,3,4,3,3,2,5,3,7,2,5,17
315,1,2,2,1,0,2,5,3,6,2,7,4,5,7,0,0,3,7,2,3,4,2,0,1,1,2,3,2,5,5
315,1,2,1,4,0,3,3,3,5,2,7,2,5,7,0,0,3,7,8,3,4,2,3,2,5,3,0,2,5,1
1018,4,0,1,4,0,0,11,0,6,2,9,7,5,0,0,0,3,2,8,1,1,3,0,1,3,2,1,2,5,0
409,6,1,1,2,0,4,11,3,3,2,12,7,5,1,0,0,3,2,8,1,1,2,2,1,3,1,2,2,7,10
537,2,0,1,1,0,3,0,3,3,2,2,2,5,0,2,3,0,2,1,2,1,2,2,0,4,2,0,2,2,10
537,2,0,1,2,2,0,0,3,3,2,7,7,5,0,0,3,0,2,1,2,1,12,0,0,1,2,0,2,5,12
977,1,0,1,4,0,1,0,3,4,3,7,2,5,7,0,3,3,1,8,2,1,3,2,1,0,2,0,2,8,9
977,1,1,1,7,0,2,7,3,1,3,6,4,5,7,0,3,3,1,8,2,1,3,2,1,0,2,7,2,3,9
466,2,0,1,2,2,1,9,3,1,3,6,2,5,7,0,0,3,2,1,2,1,2,0,1,0,1,1,2,5,7
466,2,1,1,2,0,3,0,3,1,2,7,4,5,7,0,0,3,2,1,2,1,11,0,1,0,2,7,2,5,0
663,5,0,1,4,0,0,14,3,4,2,3,4,5,7,0,3,0,8,1,1,1,2,0,1,1,2,7,2,5,0
251,2,1,1,1,0,0,0,3,1,3,7,4,5,7,0,0,3,2,8,2,1,2,1,0,4,2,7,2,5,12
251,2,0,1,2,0,0,0,3,6,3,7,2,5,7,0,0,3,2,2,2,1,2,0,1,4,1,7,5,5,1
293,0,2,1,0,0,2,0,3,6,3,7,4,5,3,0,0,3,2,8,1,1,3,0,1,3,2,0,2,5,1
385,5,2,1,7,4,6,17,4,6,3,7,0,5,7,0,0,3,2,8,2,1,2,3,2,5,3,3,2,5,3
385,5,2,1,4,0,2,17,0,6,2,7,2,6,7,3,0,3,2,2,2,1,2,0,1,1,2,7,5,5,0
245,2,1,2,1,2,2,8,3,3,2,3,2,5,7,0,0,3,2,8,2,2,2,3,2,5,3,0,2,5,1
245,2,1,1,1,0,2,16,4,3,2,7,2,5,7,2,0,3,2,8,2,2,2,0,1,1,2,0,2,5,5
245,2,0,1,2,2,2,8,3,6,2,7,1,5,7,0,0,3,2,8,2,2,2,3,2,5,3,0,2,5,3
335,1,1,1,4,0,2,7,3,1,2,7,2,6,7,0,0,3,0,8,2,1,7,0,0,1,2,0,2,5,10
335,1,2,1,4,2,0,14,3,6,3,6,2,5,7,0,0,3,0,1,2,1,2,0,1,0,2,3,2,5,12
165,4,0,2,4,0,1,8,3,5,3,9,2,5,1,2,3,3,2,6,1,1,2,3,2,5,3,7,5,5,12
521,6,0,1,4,2,2,5,3,1,2,7,2,5,1,0,3,0,4,8,2,1,2,2,0,1,2,7,5,2,12
521,6,1,2,4,2,3,5,3,5,3,9,2,5,1,0,3,0,4,8,2,1,2,1,0,3,1,0,2,5,0
547,5,1,1,2,0,2,0,3,5,3,7,4,5,1,0,0,0,2,8,1,1,2,1,0,3,2,0,2,5,9
443,0,1,1,2,2,1,0,3,1,3,9,0,5,1,0,0,3,2,2,2,1,2,3,2,5,3,7,5,5,3
443,0,1,1,4,0,2,8,3,6,3,6,2,5,1,0,0,3,2,8,2,1,2,2,1,1,1,3,2,2,5
183,0,1,1,1,0,1,8,3,2,3,6,2,6,7,0,3,3,2,6,1,1,2,2,1,1,2,7,5,5,1
925,0,0,1,1,0,2,5,3,5,3,6,0,5,7,0,0,3,2,2,2,1,12,3,2,5,3,7,5,5,12
925,0,0,1,4,0,0,9,3,6,3,1,2,5,7,0,0,3,2,8,2,1,2,0,1,3,2,0,2,5,1
428,0,0,1,4,0,2,7,3,6,3,7,2,5,1,0,3,3,2,8,3,1,2,3,2,5,3,0,2,5,4
428,0,1,1,7,4,6,14,3,6,3,7,7,5,1,0,3,3,2,8,3,1,2,1,0,3,2,0,2,5,9
428,0,0,1,1,0,3,0,3,2,3,7,2,5,1,0,3,3,2,8,3,1,2,2,1,4,2,0,2,8,12
1028,0,1,1,1,0,4,0,3,6,3,7,0,5,7,0,3,3,4,8,2,1,2,3,2,5,3,0,2,5,10
1028,0,0,2,4,0,1,5,3,1,2,7,4,7,7,0,3,3,4,8,2,1,2,0,1,4,1,0,2,5,3
374,6,1,1,1,2,0,14,3,1,2,6,2,5,1,0,0,3,2,1,1,1,2,3,2,5,3,3,2,5,0
476,3,4,0,4,2,2,5,3,3,2,6,2,5,0,0,0,0,2,8,1,1,2,1,0,1,2,0,2,5,12
246,3,2,1,4,0,1,11,3,5,2,6,1,5,7,0,0,3,2,8,3,3,2,3,2,5,3,0,2,5,12
246,3,0,1,4,0,1,0,3,3,2,9,0,5,7,0,0,3,2,2,3,3,2,0,1,3,2,7,5,5,10
246,3,0,1,2,0,1,0,0,4,2,1,2,5,7,0,0,3,2,8,3,3,2,1,1,0,2,0,2,5,4
246,3,0,1,4,0,3,0,3,5,2,2,0,5,7,0,0,3,2,8,3,3,2,2,0,4,2,0,2,5,3
555,3,4,0,4,0,1,17,3,5,2,6,4,5,1,0,0,0,2,8,2,2,2,3,2,5,3,1,2,5,3
555,3,1,1,4,0,0,5,3,5,2,7,2,5,1,2,0,0,2,2,2,2,9,0,0,1,2,7,5,5,1
555,3,1,1,4,0,1,5,3,6,3,9,7,3,1,0,0,0,2,8,2,2,7,0,1,4,2,0,2,5,3
139,2,1,1,4,0,2,0,3,6,2,12,7,5,1,0,0,3,2,8,1,1,3,3,2,5,3,3,2,5,0
188,3,1,2,4,0,0,14,3,0,2,6,2,5,0,4,0,3,2,8,3,2,2,3,2,5,3,3,2,5,3
188,3,0,1,1,0,0,9,3,3,2,7,7,5,0,0,0,3,2,8,3,2,3,0,1,3,2,1,2,5,3
188,3,0,1,4,0,1,9,3,5,2,7,2,5,0,0,0,3,2,8,3,2,2,3,2,5,3,0,2,5,5
